Consulta Dinâmica de Receita 2009
Unidade Gestora;Gestão;Categoria Econômica;Origem;Espécie;Rubrica;Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"ALUGUÉIS DE IMÓVEIS";"USO DE ÁREA DO CAMPING - SETUR";"2009";;0,00;2.117,24;-2.117,24;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"ALUGUÉIS DE IMÓVEIS";"USO DO CENTRO DE CONVENÇÕES  - BRASILIATUR";"2009";;0,00;127.246,50;-127.246,50;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"OUTROS RECEITAS DE ALUGUÉIS";"OUTROS RECEITAS DE ALUGUÉIS";"2009";;13.500,00;299.011,07;-285.511,07;2.214,90;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"RECEITA DE TERMINAIS RODOVIÁRIOS/FERROVIÁRIOS/METROVIÁRIOS";"ESTAÇÃO RODOFERROVIÁRIA";"2009";;962.049,00;551.723,77;410.325,23;57,35;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"RECEITA DE TERMINAIS RODOVIÁRIOS/FERROVIÁRIOS/METROVIÁRIOS";"ESTAÇÃO RODOVIÁRIA";"2009";;2.551.473,00;2.266.944,34;284.528,66;88,85;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"RECEITA DE TERMINAIS RODOVIÁRIOS/FERROVIÁRIOS/METROVIÁRIOS";"TERMINAIS RODOVIÁRIOS DAS CIDADES SATÉLITES";"2009";;247.563,00;431.298,19;-183.735,19;174,22;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ARRENDAMENTOS";"ARRENDAMENTOS DO FUNDO DE AVAL DO DF";"ARRENDAMENTOS DO FUNDO DE AVAL DO DF";"2009";;0,00;54.489,40;-54.489,40;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ARRENDAMENTOS";"ARRENDAMENTOS DO FUNDO DE DESENV.RURAL DO DF";"ARRENDAMENTOS DO FUNDO DE DESENV.RURAL DO DF";"2009";;0,00;160,00;-160,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS";"2009";;0,00;167.125,40;-167.125,40;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"OUTRAS TAXAS DE OCUPAÇÃO DE IMÓVEIS";"OUTRAS TAXAS DE OCUPAÇÃO DE IMÓVEIS";"2009";;0,00;16.712,02;-16.712,02;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE BRASÍLIA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE BRASÍLIA";"2009";;146.999,00;331.247,07;-184.248,07;225,34;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE BRAZLÃNDIA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE BRAZLÃNDIA";"2009";;30.000,00;34.592,92;-4.592,92;115,31;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE CANDANGOLÂNDIA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE CANDANGOLÂNDIA";"2009";;0,00;57.337,43;-57.337,43;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE CEILÂNDIA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE CEILÂNDIA";"2009";;176.000,00;278.253,21;-102.253,21;158,10;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE PLANALTINA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE PLANALTINA";"2009";;0,00;2.553,32;-2.553,32;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE SOBRADINHO";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE SOBRADINHO";"2009";;0,00;414,69;-414,69;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE TAGUATINGA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DE TAGUATINGA";"2009";;32.000,00;98.143,14;-66.143,14;306,70;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO GAMA";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO GAMA";"2009";;156.296,00;267.503,79;-111.207,79;171,15;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO GUARÁ";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO GUARÁ";"2009";;0,00;284.542,56;-284.542,56;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO NÚCLEO BANDEIRANTE";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO NÚCLEO BANDEIRANTE";"2009";;0,00;111.886,06;-111.886,06;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO VARJÃO";"TAXA DE OCUPAÇÃO DE IMÓVEIS- ADM. REGIONAL DO VARJÃO";"2009";;0,00;3.139,32;-3.139,32;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- DER";"TAXA DE OCUPAÇÃO DE IMÓVEIS- DER";"2009";;0,00;305,16;-305,16;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- IDHAB";"TAXA DE OCUPAÇÃO DE IMÓVEIS- IDHAB";"2009";;0,00;1.917,83;-1.917,83;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- POLÍCIA MILITAR DO DF";"TAXA DE OCUPAÇÃO DE IMÓVEIS- POLÍCIA MILITAR DO DF";"2009";;0,00;807,73;-807,73;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS SEC. AGRICULTURA";"TAXA DE OCUPAÇÃO DE IMÓVEIS SEC. AGRICULTURA";"2009";;117.039,00;74.583,34;42.455,66;63,73;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SECRETARIA DE TRANSPORTES";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SECRETARIA DE TRANSPORTES";"2009";;0,00;208,23;-208,23;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SEPLAG";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SEPLAG";"2009";;0,00;92.445,77;-92.445,77;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SETUR";"TAXA DE OCUPAÇÃO DE IMÓVEIS- SETUR";"2009";;0,00;22,21;-22,21;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS - LC 52/97 - PARCELAMENTO";"2009";;0,00;489,83;-489,83;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS - LC 52/97 - SINAL";"2009";;0,00;161.202,07;-161.202,07;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS ANTECIPAÇÃO";"2009";;0,00;151.587.116,63;-151.587.116,63;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS ENERGIA ELÉTRICA";"2009";;0,00;216.449,36;-216.449,36;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS IMPORTAÇÃO";"2009";;0,00;44.941.774,71;-44.941.774,71;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS NORMAL";"2009";;4.385.959.868,00;2.610.335.615,15;1.775.624.252,85;59,52;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS NOTIFICAÇÃO E AUTOS DE INFRAÇÃO";"2009";;0,00;7.495.793,69;-7.495.793,69;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS PADES LEI 1314 DE 19.12.96";"2009";;0,00;90.700.211,56;-90.700.211,56;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS PARCELAMENTO";"2009";;0,00;13.723.528,34;-13.723.528,34;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS SUBSTITUIÇÃO TRIBUTÁRIA FORA DO DF";"2009";;0,00;605.590.055,60;-605.590.055,60;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS SUBSTITUIÇÃO TRIBUTÁRIA NO DF";"2009";;0,00;443.498.025,49;-443.498.025,49;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO S/OPERAÇÕES RELATIVAS À CIRCUL MERCAD E SERVIÇOS - ICMS";"ICMS TRANSPORTES E COMUNICAÇÕES";"2009";;0,00;15.310.393,44;-15.310.393,44;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"ICMS SIMPLES NACIONAL (LEI COMPL.FEDERAL123/2006)";"2009";;0,00;105.947.628,05;-105.947.628,05;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"IMPOSTO SIMPLES - LEI FEDERAL 9317/96";"2009";;0,00;6.429,84;-6.429,84;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"IMPOSTO SIMPLES - MICRO EMPRESA";"2009";;0,00;96.704,04;-96.704,04;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"IMPOSTO SIMPLES CANDANGO";"2009";;0,00;1.775.425,34;-1.775.425,34;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"IMPOSTO SIMPLES NACIONAL";"2009";;106.536.130,00;0,00;106.536.130,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SIMPLES";"ISS SIMPLES NACIONAL (LEI COMPL.FEDERAL123/2006)";"2009";;0,00;41.978.430,66;-41.978.430,66;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"IMPOSTO S/SERVIÇOS DE QUALQUER NATUREZA";"2009";;702.206.224,00;328.245.095,52;373.961.128,48;46,74;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS - EMPRESA DE PEQUENO PORTE";"2009";;0,00;5.097,35;-5.097,35;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS - IMPORTAÇÃO";"2009";;0,00;910.079,39;-910.079,39;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS - LC 52/97 - PARCELAMENTO";"2009";;0,00;2.382,64;-2.382,64;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS - LC 52/97 - SINAL";"2009";;0,00;9.173,18;-9.173,18;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS AUTONÔMOS";"2009";;0,00;5.378.087,24;-5.378.087,24;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS INCENTIVADO - PRÓ DF II";"2009";;0,00;10.239,85;-10.239,85;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS NOTIFICAÇÃO E AUTUAÇÃO";"2009";;0,00;292.572,62;-292.572,62;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS PARCELAMENTO";"2009";;0,00;2.720.555,99;-2.720.555,99;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS RETENÇÃO";"2009";;0,00;32.838.108,10;-32.838.108,10;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS SOCIEDADES UNIPROFISSIONAIS";"2009";;0,00;6.493.872,32;-6.493.872,32;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS SUBSTITUIÇÃO TRIBUTÁRIA";"2009";;0,00;145.658.462,29;-145.658.462,29;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS SUBSTITUIÇÃO TRIBUTÁRIA - RETENÇÃO PELA STN GOVERNO FEDERAL";"2009";;0,00;151.685.748,43;-151.685.748,43;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA";"ISS SUBSTITUIÇÃO TRIBUTÁRIA - RETENÇÃO PELAS UNIDADES";"2009";;0,00;84.949.747,28;-84.949.747,28;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA";"IMP.S/T."INTER VIVOS" DE BENS IMÓVEIS E DE  DIREITOS REAIS S/IMÓVEIS";"ITBI - LC 52/97 - SINAL";"2009";;0,00;21.352,58;-21.352,58;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA";"IMP.S/T."INTER VIVOS" DE BENS IMÓVEIS E DE  DIREITOS REAIS S/IMÓVEIS";"ITBI - NORMAL";"2009";;198.246.144,00;172.234.415,79;26.011.728,21;86,88;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA";"IMP.S/T."INTER VIVOS" DE BENS IMÓVEIS E DE  DIREITOS REAIS S/IMÓVEIS";"ITBI - PARCELAMENTO DE DÉBITO NÃO INSC.EM DAT";"2009";;0,00;102.396,48;-102.396,48;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA";"IMPOSTO S/PROPRIEDADE DE VEÍCULOS AUTOMOTORES";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOM";"2009";;575.406.470,00;534.389.577,03;41.016.892,97;92,87;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"RECEITA TRIBUTÁRIA";"IMPOSTOS";"IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA";"IMPOSTO S/PROPRIEDADE DE VEÍCULOS AUTOMOTORES";"IPVA - PARC.DE DÉBITO NÃO INSC. EM DÍVIDA ATIVA TRIBUTÁRIA";"2009";;0,00;1.498.043,38;-1.498.043,38;0,00;
